NumberOfBHK,Price,Transaction,BuiltUpArea,Availability,PostedDate,PostedBy,ReraApproved,AreaName
3,1.48 Crore,New Property,1890 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Horamavu, Bangalore."
4,2.10 Crore,New Property,2600 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore."
4,3.06 Crore,New Property,2573 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Koramangala, Bangalore."
2,68.31 Lakh,New Property,1242 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kengeri Satellite Town, Bangalore."
3,1 Crore,New Property,2000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chikka Tirupathi, Bangalore."
3,3.65 Crore,Resale,1933 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Dollars Colony, Bangalore"
4,1.82 Crore,New Property,3650 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chikka Tirupathi, Bangalore."
2,99 Lakhs,New Property,1063 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No, B
4+,2.38 Crore,Resale,2120 Sq.Ft.,Ready To Move,18-Dec-2024,Broker,No," Rachenahalli, Bangalore"
4+,3 Crores,New Property,3500 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
4+,4.20 Crore,Resale,3125 Sq.Ft.,Ready To Move,13-Dec-2024,Broker,No," Bellandur, Bangalore"
4+,2.47 Crore,New Property,2250 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No," Tumkur Road, Bangalore"
3,2.60 Crore,Resale,1625 Sq.Ft.,Ready To Move,12-Dec-2024,Broker,No," Hosur Road, Bangalore"
3,84.05 Lakh,New Property,1530 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore."
3,72.61 Lakh,New Property,2100 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chandapura Anekal Road, Bangalore."
2,43.68 Lakh,New Property,1040 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Begur, Bangalore."
3,62.16 Lakh,New Property,1480 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Begur, Bangalore."
2,51.24 Lakh,New Property,1220 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Horamavu Agara, Bangalore."
3,1.48 Crore,New Property,1890 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Horamavu, Bangalore."
4,2.10 Crore,New Property,2600 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore."
4,3.06 Crore,New Property,2573 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Koramangala, Bangalore."
2,68.31 Lakh,New Property,1242 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kengeri Satellite Town, Bangalore."
3,1 Crore,New Property,2000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chikka Tirupathi, Bangalore."
4,1.82 Crore,New Property,3650 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chikka Tirupathi, Bangalore."
2,64.62 Lakh,New Property,1175 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore."
2,68 Lakhs,New Property,1238 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kodigehalli, Bangalore."
3,88 Lakhs,New Property,1653 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kodigehalli, Bangalore."
2,68.03 Lakh,New Property,1260 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
3,2.89 Crore,New Property,1916 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Bannerghatta Road, Bangalore"
1,26.04 Lakh,New Property,620 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Marathahalli, Bangalore"
4,8.62 Crore,New Property,5219 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,No," Jayanagar, Bangalore"
3,2.40 Crore,Resale,2021 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,No," Whitefield, Bangalore"
5,7.92 Crore,New Property,5802 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Bommanahalli, Bangalore"
2,94 Lakhs,New Property,1040 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
4,5.50 Crore,New Property,3545 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Basavanagudi, Bangalore."
2,46.87 Lakh,New Property,1116 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Horamavu Agara, Bangalore."
2,46.24 Lakh,New Property,1156 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Balagere, Bangalore."
3,94.94 Lakh,New Property,1350 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore."
2,1.18 Crore,New Property,1460 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Horamavu, Bangalore."
4,2.95 Crore,New Property,2993 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hennur Bagalur Road, Bangalore."
3,51.08 Lakh,New Property,1277 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Balagere, Bangalore."
3,57.68 Lakh,New Property,1442 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Balagere, Bangalore."
3,3.10 Crore,New Property,2604 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Koramangala, Bangalore."
4,3.06 Crore,New Property,2573 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Koramangala, Bangalore."
4,2.99 Crore,New Property,3037 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hennur Bagalur Road, Bangalore."
2,80.93 Lakh,New Property,1140 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Haralur Road, Bangalore."
4,3 Crores,New Property,2440 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Brigade Road, Bangalore."
2,68.31 Lakh,New Property,1242 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kengeri Satellite Town, Bangalore."
2,70.84 Lakh,New Property,1288 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kengeri Satellite Town, Bangalore."
3,64.38 Lakh,New Property,1610 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Electronic City, Bangalore"
3,1.90 Crore,Resale,1685 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
4+,2.40 Crore,Resale,3195 Sq.Ft.,Ready To Move,06-Dec-2024,Broker,No," Sarjapur, Bangalore"
3,2 Crores,New Property,1600 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Whitefield, Bangalore"
2,1.03 Crore,Resale,1100 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
4+,4.50 Crore,Resale,3556 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Whitefield, Bangalore"
2,42.15 Lakh,New Property,1095 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Byrathi, Bangalore."
2,36.72 Lakh,New Property,954 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Byrathi, Bangalore."
3,76.95 Lakh,New Property,1485 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hosa Road, Bangalore."
3,78.50 Lakh,New Property,1515 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hosa Road, Bangalore."
3,96.97 Lakh,New Property,1385 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Haralur Road, Bangalore."
2,37.18 Lakh,New Property,1240 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chandapura Anekal Road, Bangalore."
4+,3.30 Crore,New Property,6500 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hulimangala, Bangalore"
3,63.71 Lakh,New Property,1517 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Horamavu Agara, Bangalore."
4+,5.30 Crore,Resale,3250 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hennur, Bangalore"
2,1.20 Crore,New Property,1480 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Horamavu, Bangalore."
4+,6.80 Crore,New Property,3683 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
3,1.25 Crore,New Property,1300 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bommasandra, Bangalore"
2,72.98 Lakh,New Property,1327 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kengeri Satellite Town, Bangalore."
2,99.22 Lakh,New Property,1438 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Arekere, Bangalore"
3,1.90 Crore,Resale,1507 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Panathur, Bangalore"
3,1.77 Crore,New Property,1800 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Whitefield, Bangalore"
3,77 Lakhs,Resale,1800 Sq.Ft.,Ready To Move,13-Dec-2024,Broker,No," Narayanapura, Bangalore"
2,1.75 Crore,Resale,1281 Sq.Ft.,Ready To Move,24-Dec-2024,Broker,No," Bellandur, Bangalore"
2,69.37 Lakh,New Property,1000 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Vijaya Nagar, Bangalore"
3,1.65 Crore,Resale,1424 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Chikkavaderapura, Bangalore"
2,78 Lakhs,Resale,985 Sq.Ft.,Ready To Move,13-Dec-2024,Broker,No," Mysore Road, Bangalore"
3,57.80 Lakh,New Property,1445 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Konanakunte, Bangalore."
2,77.19 Lakh,New Property,1245 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Subramanyapura, Bangalore."
2,43.10 Lakh,New Property,937 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore."
2,56.58 Lakh,New Property,1230 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore."
2,45.98 Lakh,New Property,1045 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bommasandra, Bangalore."
2,53.02 Lakh,New Property,1205 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bommasandra, Bangalore."
3,54.89 Lakh,New Property,1330 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hosa Road, Bangalore."
3,61.65 Lakh,New Property,1500 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hosa Road, Bangalore."
4,4.61 Crore,New Property,3245 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Basavanagudi, Bangalore."
3,64.80 Lakh,New Property,1800 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Ballur, Bangalore."
2,45.82 Lakh,New Property,975 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bommasandra, Bangalore."
2,36.72 Lakh,New Property,954 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Byrathi, Bangalore."
2,1 Crore,New Property,1176 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
2,42.84 Lakh,New Property,1260 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bikkanahalli, Bangalore."
3,76.95 Lakh,New Property,1485 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hosa Road, Bangalore."
3,3 Crores,Resale,1790 Sq.Ft.,Ready To Move,06-Dec-2024,Broker,No," Whitefield, Bangalore"
3,85.66 Lakh,New Property,1715 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Jakkur, Bangalore"
2,70 Lakhs,New Property,1057 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Whitefield, Bangalore"
2,49.43 Lakh,New Property,1294 Sq.Ft.,Ready To Move,14-Dec-2024,Broker,No," Hoskote, Bangalore"
2,70 Lakhs,Resale,1350 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Belatur, Bangalore"
4,1.41 Crore,New Property,5201 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Old Airport Road, Bangalore"
1,27.76 Lakh,New Property,436 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Horamavu, Bangalore."
2,98 Lakhs,New Property,1340 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bagaluru, Bangalore"
3,49.30 Lakh,New Property,1450 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bikkanahalli, Bangalore."
2,98 Lakhs,New Property,1338 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bagaluru, Bangalore"
2,57 Lakhs,New Property,1100 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hosa Road, Bangalore."
3,1.20 Crore,New Property,1350 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
2,67 Lakhs,New Property,1250 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
3,1.10 Crore,New Property,1413 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
3,3 Crores,New Property,1755 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Harlur, Bangalore"
2,2.25 Crore,New Property,1451 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hoodi, Bangalore"
2,1.62 Crore,New Property,1672 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
3,72.34 Lakh,New Property,971 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bagaluru, Bangalore"
3,1.07 Crore,New Property,1450 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jakkur, Bangalore"
2,1.05 Crore,New Property,1220 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Budigere Cross, Bangalore"
3,1.12 Crore,New Property,1435 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Akshayanagar, Bangalore"
2,1.13 Crore,Resale,1220 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,1.36 Crore,New Property,1475 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
1,67.14 Lakh,Resale,700 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
2,1.32 Crore,New Property,802 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Whitefield, Bangalore"
3,1.37 Crore,New Property,1635 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Yeshwanthpur, Bangalore"
2,58 Lakhs,New Property,1475 Sq.Ft.,Ready To Move,06-Dec-2024,Broker,No," Sarjapur, Bangalore"
3,1.20 Crore,New Property,1350 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
3,1.10 Crore,New Property,1413 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
2,2.25 Crore,New Property,1451 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hoodi, Bangalore"
3,80.49 Lakh,New Property,1640 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Belathur, Bangalore."
2,64 Lakhs,New Property,1165 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore."
3,56.70 Lakh,New Property,1350 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Begur, Bangalore."
3,82.99 Lakh,New Property,2400 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chandapura Anekal Road, Bangalore."
4,7.50 Crore,New Property,4000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Basavanagudi, Bangalore."
3,3 Crores,New Property,1755 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Harlur, Bangalore"
2,40.61 Lakh,New Property,880 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Abbigere, Bangalore."
4,5.50 Crore,New Property,3545 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Basavanagudi, Bangalore."
2,46.87 Lakh,New Property,1116 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Horamavu Agara, Bangalore."
2,46.24 Lakh,New Property,1156 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Balagere, Bangalore."
3,94.94 Lakh,New Property,1350 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore."
2,1.18 Crore,New Property,1460 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Horamavu, Bangalore."
2,61.60 Lakh,Resale,1400 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Chansandra, Bangalore"
4+,3.70 Crore,Resale,3418 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,No," Whitefield, Bangalore"
3,1.42 Crore,Resale,1550 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," T Dasarahalli, Bangalore"
2,83.99 Lakh,New Property,1050 Sq.Ft.,Ready To Move,05-Dec-2024,Broker,No," Gummanahalli, Bangalore"
3,43.86 Lakh,Resale,1340 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Raja Rajeshwari Nagar, Bangalore"
3,2 Crores,New Property,1994 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," JP Nagar, Bangalore"
2,54.05 Lakh,New Property,1150 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bommasandra, Bangalore."
3,68.64 Lakh,New Property,1560 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
2,95 Lakhs,New Property,1035 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Arekere, Bangalore"
3,1.35 Crore,New Property,1650 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
3,1.35 Crore,New Property,1572 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
2,83.29 Lakh,New Property,1454 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Horamavu, Bangalore."
2,44.20 Lakh,New Property,792 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Muthanallur, Bangalore"
3,60.72 Lakh,New Property,1320 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Horamavu, Bangalore"
3,95 Lakhs,New Property,1000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
3,1.54 Crore,New Property,1760 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Budigere Cross, Bangalore"
2,80.89 Lakh,New Property,848 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Budigere Cross, Bangalore"
3,1.68 Crore,New Property,1575 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chikkajala, Bangalore"
2,90 Lakhs,New Property,1137 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Belathur Ma
2,90 Lakhs,New Property,1025 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Banashankari 6th Stage, Bangalore"
3,1.65 Crore,New Property,1604 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Banashankari 6th Stage, Bangalore"
3,1.89 Crore,Resale,1645 Sq.Ft.,Ready To Move,24-Dec-2024,Broker,No," Immadihalli, Bangalore"
4+,2.60 Crore,Resale,2900 Sq.Ft.,Ready To Move,06-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,4.80 Crore,Resale,2100 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No," Whitefield, Bangalore"
3,2.05 Crore,New Property,1564 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Whitefield, Bangalore"
3,95 Lakhs,New Property,1200 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Kannamangala, Bangalore"
4,3.50 Crore,New Property,3000 Sq.Ft.,Ready To Move,06-Dec-2024,Broker,No," Doddaballapur Road, Bangalore"
2,45 Lakhs,New Property,950 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kaggadasapura, Bangalore"
3,3.48 Crore,New Property,1914 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Rajaji Nagar, Bangalore"
2,4.80 Crore,New Property,2000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jayanagar, Bangalore"
4+,5.70 Crore,Resale,4460 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kammasandra, Bangalore"
3,2.45 Crore,Resale,1905 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
2,45.16 Lakh,New Property,961 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Budigere Cross, Bangalore"
2,70.52 Lakh,New Property,1216 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bilekahalli, Bangalore"
2,83 Lakhs,New Property,977 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bagaluru, Bangalore"
4+,8.23 Crore,Resale,2642 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Rajaji Nagar, Bangalore"
2,99.50 Lakh,New Property,1214 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kasavanahalli, Bangalore"
3,1.19 Crore,New Property,1500 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kadugondanahalli, Bangalore"
2,1.38 Crore,New Property,1100 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
3,1.82 Crore,New Property,1820 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Gunjur, Bangalore"
3,1.40 Crore,Resale,2200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Shiridi Sai Baba Layout, Bangalore"
2,1.60 Crore,New Property,1365 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, B
3,1.81 Crore,New Property,1450 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Whitefield, Bangalore"
3,90 Lakhs,Resale,1250 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Whitefield, Bangalore"
3,1 Crore,Resale,1800 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,2 Crores,New Property,2885 Sq.Ft.,Ready To Move,24-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,1.25 Crore,Resale,1670 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,No," Marathahalli, Bangalore"
5,7.92 Crore,New Property,5802 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Bommanahalli, Bangalore"
2,1.75 Crore,New Property,1335 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jagajeevanram Nagar, Bangalore"
3,1.06 Crore,New Property,1530 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Haralur Road, Bangalore."
3,96.97 Lakh,New Property,1385 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Haralur Road, Bangalore."
3,10.20 Crore,New Property,1200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Akshayanagar, Bangalore"
4+,3.30 Crore,New Property,6500 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hulimangala, Bangalore"
3,4 Crores,New Property,4625 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore"
3,2.35 Crore,New Property,1735 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jagajeevanram Nagar, Bangalore"
3,1.25 Crore,New Property,1300 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bommasandra, Bangalore"
4+,11.75 Crore,New Property,4053 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Rajaji Nagar, Bangalore"
2,96 Lakhs,New Property,1225 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Belathur, Bangalore"
2,58.67 Lakh,New Property,1165 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Belathur, Bangalore."
4,2.70 Crore,Resale,3375 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Dommasandra, Bangalore"
2,43.68 Lakh,New Property,1040 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Begur, Bangalore."
3,2.85 Crore,New Property,2660 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore"
4,5.50 Crore,New Property,3545 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Basavanagudi, Bangalore."
2,1.05 Crore,Resale,1088 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Whitefield, Bangalore"
2,1.18 Crore,Resale,1230 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," T Dasarahalli, Bangalore"
2,85 Lakhs,New Property,1175 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Devanahalli, Bangalore"
1,52.03 Lakh,New Property,605 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
2,1.32 Crore,New Property,1435 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
4+,2.50 Crore,Resale,2200 Sq.Ft.,Ready To Move,14-Dec-2024,Broker,No," Sarjapur Attibele Road, Bangalore"
2,71 Lakhs,New Property,1125 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Abbigere, Bangalore."
3,64.38 Lakh,New Property,1410 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Ayyappa Nagar, Bangalore."
3,71.99 Lakh,New Property,1565 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore."
3,70.26 Lakh,New Property,1511 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore."
3,82.80 Lakh,New Property,1800 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore."
3,1.47 Crore,New Property,1500 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
2,85 Lakhs,New Property,998 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bagaluru, Bangalore"
2,46 Lakhs,New Property,984 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore."
3,1.35 Crore,New Property,1634 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bagaluru, Bangalore"
2,78.49 Lakh,New Property,1050 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Gummanahalli, Bangalore"
2,39.98 Lakh,New Property,955 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hosa Road, Bangalore."
3,76.80 Lakh,New Property,2400 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Ballur, Bangalore."
3,1.99 Crore,New Property,1643 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jakkur, Bangalore"
2,1.16 Crore,New Property,1371 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
2,34.68 Lakh,New Property,1020 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bikkanahalli, Bangalore."
2,90.16 Lakh,New Property,1171 Sq.Ft.,Ready To Move,05-Dec-2024,Broker,No," Nagavara, Bangalore"
4+,4.20 Crore,Resale,3125 Sq.Ft.,Ready To Move,13-Dec-2024,Broker,No," Bellandur, Bangalore"
1,74 Lakhs,New Property,670 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Hosur Road, Bangalore"
2,96.87 Lakh,New Property,959 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,1.65 Crore,New Property,1490 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
