,NumberOfBHK,Price,Transaction,Availability,PostedBy,ReraApproved,AreaName,BuiltUpArea_sqft
1150,3,31600000,New Property,Ready To Move,Broker,No, Whitefield,1778
1151,3,18300000,New Property,Ready To Move,Broker,No, Banashankari,1631
1152,3,19300000,New Property,Ready To Move,Broker,No, Whitefield,1740
1153,4+,47900000,New Property,Ready To Move,Broker,No, Hebbal,3810
1154,4+,49900000,New Property,Ready To Move,Broker,No, Bannerghatta Road,3221
1155,4,64800000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,3600
1156,1,2587000,Resale,Ready To Move,Broker,Yes, Varthur,575
1157,3,6536000,Resale,Ready To Move,Broker,No, Electronic City Phase II,1720
1158,4+,108500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,6027
1159,4+,50000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,7794
1160,4,8670000,Resale,Ready To Move,Broker,No, Sarjapur,1700
1161,2,5406000,New Property,Ready To Move,Broker,No, Dasanapura,814
1162,3,31600000,New Property,Ready To Move,Broker,No, Whitefield,1778
1163,1,5100000,New Property,Ready To Move,Broker,No, Devanahalli,658
1164,3,18300000,New Property,Ready To Move,Broker,No, Banashankari,1631
1165,3,19300000,New Property,Ready To Move,Broker,No, Whitefield,1740
1166,3,19300000,New Property,Ready To Move,Broker,No, Sarjapur Road,1715
1167,4+,47900000,New Property,Ready To Move,Broker,No, Hebbal,3810
1168,2,6936000,New Property,Ready To Move,Broker,No, Sarjapur,1106
1169,4+,53000000,New Property,Ready To Move,Broker,No, Hebbal,4010
1170,4+,49900000,New Property,Ready To Move,Broker,No, Bannerghatta Road,3221
1171,4+,47900000,New Property,Ready To Move,Broker,No, Hebbal,3210
1172,4+,44800000,New Property,Ready To Move,Broker,No, Hebbal,3820
1173,3,5749000,New Property,Ready To Move,Broker,No, Electronic City,1455
1174,4+,43800000,New Property,Ready To Move,Broker,No, Bellandur,3520
1175,3,19500000,New Property,Ready To Move,Broker,No, Gottigere,1600
1176,4,41600000,Resale,Ready To Move,Broker,No, JP Nagar,3131
1177,2,6510000,Resale,Ready To Move,Broker,Yes, Kengeri,1332
1178,2,5024000,Resale,Ready To Move,Broker,No, Kannamangala,957
1179,2,7676000,New Property,Ready To Move,Broker,Yes, Kambipura,1181
1180,4+,108500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,6027
1181,4,10400000,Resale,Ready To Move,Broker,No, Kannamangala,2062
1182,3,19500000,New Property,Ready To Move,Broker,No, Gottigere,1600
1183,3,24000000,Resale,Ready To Move,Broker,No, Kanakapura Road,1603
1184,3,6900000,Resale,Ready To Move,Broker,No, Sarjapur Attibele Road,1800
1185,4+,53500000,New Property,Ready To Move,Broker,No, Hebbal,4010
1186,2,13200000,New Property,Ready To Move,Broker,No, International Airport Road,1200
1187,2,13800000,New Property,Ready To Move,Broker,No, Gunjur,1345
1188,2,16000000,Resale,Ready To Move,Broker,No, B,1365
1189,2,8300000,Resale,Ready To Move,Broker,No, Gunjur,811
1190,3,15700000,Resale,Ready To Move,Broker,No, Gunjur,1450
1191,2,11800000,Resale,Ready To Move,Broker,No, Begur,933
1192,3,12600000,Resale,Ready To Move,Broker,No, Yelahanka New Town,1369
1193,2,9000000,Resale,Ready To Move,Broker,No, Begur,1189
1194,3,15800000,Resale,Ready To Move,Broker,No, Thanisandra Ma,1600
1195,3,15300000,Resale,Ready To Move,Broker,No, Gummanahalli,1561
1196,2,5760000,Resale,Ready To Move,Broker,No, Gummanahalli,740
1197,4+,108500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,6027
1198,3,6075000,Resale,Ready To Move,Broker,Yes, Varthur,1350
1199,2,3888000,Resale,Ready To Move,Broker,No, Hoskote,960
1200,2,5024000,Resale,Ready To Move,Broker,No, Kannamangala,957
1201,1,2587000,Resale,Ready To Move,Broker,Yes, Varthur,575
1202,3,23900000,Resale,Ready To Move,Broker,No, Bellandur,2740
1203,3,15800000,Resale,Ready To Move,Broker,No, Thanisandra Ma,1600
1204,2,9000000,Resale,Ready To Move,Broker,No, Begur,1190
1205,2,9000000,Resale,Ready To Move,Broker,No, Begur,1189
1206,3,16100000,Resale,Ready To Move,Broker,No, Gunjur,1700
1207,3,15000000,Resale,Ready To Move,Broker,No, Doddanekkundi,1683
1208,3,22500000,Resale,Ready To Move,Broker,No, Varthur,1538
1209,2,7860000,Resale,Ready To Move,Broker,No, Bagaluru,999
1210,3,26800000,Resale,Ready To Move,Broker,No, Cooke Town,1680
1211,3,23000000,Resale,Ready To Move,Broker,No, Cooke Town,1400
1212,3,12100000,Resale,Ready To Move,Broker,No, Frazer Town,1670
1213,3,15300000,Resale,Ready To Move,Broker,No, Gummanahalli,1561
1214,2,5760000,Resale,Ready To Move,Broker,No, Gummanahalli,740
1215,1,5280000,Resale,Ready To Move,Broker,No, Bagaluru,636
1216,3,10400000,Resale,Ready To Move,Broker,No, Banashankari 3rd Stage,1800
1217,3,18100000,Resale,Ready To Move,Broker,No, Bagaluru,1785
1218,3,9521000,Resale,Ready To Move,Broker,Yes, Sampigehalli,1747
1219,1,2587000,Resale,Ready To Move,Broker,Yes, Varthur,575
1220,2,3825000,Resale,Ready To Move,Broker,Yes, Varthur,850
1221,2,7569000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1283
1222,3,10900000,Resale,Ready To Move,Broker,Yes, Kengeri,2268
1223,4,15400000,New Property,Ready To Move,Broker,Yes, Kambipura,2383
1224,3,15300000,New Property,Ready To Move,Broker,No, Varthur,1635
1225,3,18100000,New Property,Ready To Move,Broker,No, Budigere Cross,1675
1226,3,21400000,New Property,Ready To Move,Broker,No, Varthur,1507
1227,3,25500000,New Property,Ready To Move,Broker,No, Varthur,1667
1228,3,16300000,New Property,Ready To Move,Broker,No, Haralur Road,1575
1229,3,19300000,New Property,Ready To Move,Broker,No, Harlur,1750
1230,3,13200000,New Property,Ready To Move,Broker,No, Kudlu,1550
1231,3,12200000,New Property,Ready To Move,Broker,No, Gunjur,1435
1232,3,18800000,New Property,Ready To Move,Broker,No, Varthur,1389
1233,3,13500000,New Property,Ready To Move,Broker,No, Choodasandra,1500
1234,2,6794000,New Property,Ready To Move,Broker,No, Kodigehalli - KR Puram,1180
1235,3,11400000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1733
1236,3,11200000,New Property,Ready To Move,Broker,No, Hennur,1621
1237,2,10200000,New Property,Ready To Move,Broker,No, Choodasandra,1100
1238,2,12700000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1178
1239,2,6631000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1124
1240,2,3314000,Resale,Ready To Move,Broker,Yes, Kyalasanahalli,947
1241,3,5454000,Resale,Ready To Move,Broker,No, Whitefield,1515
1242,2,7676000,New Property,Ready To Move,Broker,Yes, Kambipura,1181
1243,4,65900000,New Property,Ready To Move,Broker,No, Whitefield,4000
1244,4,15400000,New Property,Ready To Move,Broker,Yes, Kambipura,2383
1245,3,25500000,New Property,Ready To Move,Broker,No, Varthur,1667
1246,3,11200000,New Property,Ready To Move,Broker,No, Hennur,1621
1247,2,10200000,New Property,Ready To Move,Broker,No, Choodasandra,1100
1248,2,12700000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1178
1249,3,24400000,New Property,Ready To Move,Broker,No, Cooke Town,1400
1250,3,13000000,Resale,Ready To Move,Individual,No, Thalaghattapura,1465
1251,2,9685000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1030
1252,2,11500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1253,3,13700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1254,2,9457000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1005
1255,3,13200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1256,3,12600000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1365
1257,3,12000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1300
1258,2,10700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1030
1259,2,9641000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1025
1260,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur,2030
1261,2,7676000,New Property,Ready To Move,Broker,Yes, Kambipura,1181
1262,3,9209000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1561
1263,4,85100000,New Property,Ready To Move,Broker,No, Whitefield,5000
1264,3,8442000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1431
1265,1,2587000,Resale,Ready To Move,Broker,Yes, Varthur,575
1266,3,13300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1440
1267,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1268,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1269,3,13200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1270,3,12600000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1365
1271,3,12000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1300
1272,2,10700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1030
1273,2,9641000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1025
1274,2,11100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1200
1275,3,13700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1340
1276,2,11300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1220
1277,2,13400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1360
1278,2,11400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1230
1279,3,16400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1280,3,14700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1281,2,7676000,New Property,Ready To Move,Broker,Yes, Kambipura,1181
1282,3,13300000,Resale,Ready To Move,Broker,No, Hoodi,1930
1283,4,69000000,Resale,Ready To Move,Broker,No, Whitefield,6651
1284,3,6511000,Resale,Ready To Move,Broker,No, Marathahalli,1497
1285,3,22400000,Resale,Ready To Move,Broker,No, JP Nagar,2700
1286,4,72500000,New Property,Ready To Move,Broker,No, Whitefield,8500
1287,3,12000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1300
1288,2,11100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1195
1289,2,11500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1290,3,14800000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1291,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1490
1292,2,11000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1185
1293,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1490
1294,2,11900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1280
1295,2,9635000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1025
1296,3,14900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1475
1297,3,14500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1298,3,14700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1299,2,12200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1175
1300,3,17000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1540
1301,3,16400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1302,3,13300000,Resale,Ready To Move,Broker,No, Hoodi,1930
1303,2,7569000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1283
1304,3,7947000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1347
1305,3,7828000,Resale,Ready To Move,Broker,No, Jakkur,1580
1306,4,65400000,New Property,Ready To Move,Broker,No, Whitefield,4300
1307,4,85100000,New Property,Ready To Move,Broker,No, Whitefield,5000
1308,3,16700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1515
1309,2,12900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1155
1310,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1311,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1490
1312,2,9681000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1030
1313,3,12000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1300
1314,3,13300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1440
1315,2,10400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1120
1316,3,12600000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1365
1317,2,11000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1185
1318,3,16000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1450
1319,2,11300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1220
1320,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1321,2,11100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1195
1322,3,12000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1300
1323,4,81000000,New Property,Ready To Move,Broker,No, Whitefield,6500
1324,3,5727000,Resale,Ready To Move,Broker,No, Akshayanagar,1409
1325,4,69500000,New Property,Ready To Move,Broker,No, Whitefield,7500
1326,3,6511000,Resale,Ready To Move,Broker,No, Marathahalli,1497
1327,2,3888000,Resale,Ready To Move,Broker,No, Hoskote,960
1328,4,85100000,New Property,Ready To Move,Broker,No, Whitefield,5000
1329,3,16700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1515
1330,3,16000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1450
1331,2,10900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1175
1332,2,13200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1333,2,10300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1334,2,11500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1335,2,12200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1175
1336,2,11100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1195
1337,2,11400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1230
1338,2,11500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1339,2,9458000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1005
1340,2,11000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1185
1341,2,9281000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,985
1342,2,11100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1200
1343,2,11400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1344,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur,2030
1345,3,4462000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1275
1346,2,8125000,New Property,Ready To Move,Broker,Yes, Uttarahalli,1250
1347,4,81000000,New Property,Ready To Move,Broker,No, Whitefield,6500
1348,2,12700000,New Property,Ready To Move,Broker,Yes, Sarjapur,990
1349,2,4410000,Resale,Ready To Move,Broker,No, HSR Layout,1176
1350,3,13600000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1475
1351,3,13700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1352,2,11300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1215
1353,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1354,3,13300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1440
1355,3,12000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1300
1356,2,11100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1195
1357,2,11300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1220
1358,2,11000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1185
1359,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1360,2,10100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1005
1361,3,14500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1362,3,14900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1475
1363,2,12700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1215
1364,3,13700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1340
1365,2,6699000,Resale,Ready To Move,Broker,No, Kasavanahalli,1158
1366,4,12800000,Resale,Ready To Move,Broker,No, Jakkur,2663
1367,2,10400000,New Property,Ready To Move,Broker,Yes, Uttarahalli,1600
1368,4,85500000,New Property,Ready To Move,Broker,No, Whitefield,7700
1369,2,10400000,Resale,Ready To Move,Broker,No, Hoodi,1520
1370,3,17000000,Resale,Ready To Move,Broker,No, Old Madras Road,2990
1371,2,12700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1215
1372,2,10100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1005
1373,3,14500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1374,3,16400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1375,3,17000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1540
1376,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1490
1377,3,16400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1378,3,16700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1515
1379,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1490
1380,3,13000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1410
1381,3,16000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1450
1382,3,12200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1315
1383,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1384,3,13600000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1475
1385,2,9461000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1005
1386,3,7947000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1347
1387,4,82000000,New Property,Ready To Move,Broker,No, Whitefield,6500
1388,2,10400000,Resale,Ready To Move,Broker,No, Hoodi,1520
1389,3,5727000,Resale,Ready To Move,Broker,No, Akshayanagar,1409
1390,2,10400000,New Property,Ready To Move,Broker,Yes, Uttarahalli,1600
1391,4,85500000,New Property,Ready To Move,Broker,No, Whitefield,7700
1392,2,9680000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1030
1393,2,13200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1394,2,11000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1185
1395,2,9279000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,985
1396,2,11900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1280
1397,2,9635000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1025
1398,3,14700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1399,2,11300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1220
1400,2,11400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1120
1401,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1402,2,12700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1215
1403,3,14900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1475
1404,3,14500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1405,2,13400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1360
1406,3,14700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1407,2,3292000,Resale,Ready To Move,Broker,Yes, Kengeri,902
1408,1,2807000,Resale,Ready To Move,Broker,No, Hoodi,720
1409,3,12400000,Resale,Ready To Move,Broker,No, Jakkur,2650
1410,3,6803000,Resale,Ready To Move,Broker,No, Hoodi,1745
1411,3,8608000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1459
1412,3,19600000,New Property,Ready To Move,Broker,Yes, Varthur,2155
1413,2,9635000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1025
1414,2,13200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1415,2,11000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1185
1416,2,9279000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,985
1417,2,10700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1030
1418,3,14800000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1419,3,14900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1475
1420,3,14500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1421,2,11300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1220
1422,3,14700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1423,2,11400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1120
1424,3,14700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1425,2,12700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1215
1426,2,12700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1230
1427,2,11500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1428,4,69500000,New Property,Ready To Move,Broker,No, Whitefield,7500
1429,2,14000000,Resale,Ready To Move,Broker,No, Electronic City Phase I,3500
1430,2,4224000,Resale,Ready To Move,Broker,No, Magadi Road,1408
1431,3,6511000,Resale,Ready To Move,Broker,No, Marathahalli,1497
1432,3,17000000,Resale,Ready To Move,Broker,No, Old Madras Road,2990
1433,2,15100000,New Property,Ready To Move,Broker,Yes, International Airport Road,1273
1434,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1490
1435,3,16700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1515
1436,3,16400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1437,2,11100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1195
1438,2,10400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1120
1439,3,13300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1440
1440,2,11300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1215
1441,2,9680000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1030
1442,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1490
1443,3,17000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1540
1444,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1490
1445,3,16700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1515
1446,2,10900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1175
1447,2,11000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1185
1448,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1490
1449,4,81000000,New Property,Ready To Move,Broker,No, Whitefield,6500
1450,2,3726000,Resale,Ready To Move,Broker,No, Munnekollal,1035
1451,2,3292000,Resale,Ready To Move,Broker,Yes, Kengeri,902
1452,3,4462000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1275
1453,4,84000000,New Property,Ready To Move,Broker,No, Whitefield,5200
1454,3,14000000,New Property,Ready To Move,Broker,Yes, Uttarahalli,1700
1455,2,10100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1005
1456,2,10300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1457,2,11400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1230
1458,3,13600000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1340
1459,2,10700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1030
1460,3,14800000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1461,2,12700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1230
1462,2,11500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1463,2,12900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1155
1464,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1490
1465,3,16000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1450
1466,3,16700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1515
1467,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1468,2,10900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1175
1469,3,14700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1470,2,8500000,Resale,Ready To Move,Broker,No, Guddadahalli-Mysore Road,994
1471,3,4700000,Resale,Ready To Move,Broker,No, Chikbanavara,1220
1472,2,3292000,Resale,Ready To Move,Broker,Yes, Kengeri,902
1473,2,4224000,Resale,Ready To Move,Broker,No, Magadi Road,1408
1474,3,12400000,Resale,Ready To Move,Broker,No, Jakkur,2650
1475,2,4500000,Resale,Ready To Move,Broker,No, Guddadahalli-Mysore Road,828
1476,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1490
1477,3,16400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1478,2,12900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1155
1479,3,16000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1450
1480,3,16700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1515
1481,3,12600000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1365
1482,2,10900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1175
1483,2,13200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1484,2,10300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1485,2,12100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1195
1486,2,11500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1487,2,12200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1175
1488,2,12300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1200
1489,2,12900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1155
1490,3,13700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1491,2,5568000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1280
1492,4,10600000,New Property,Ready To Move,Broker,No, Guddadahalli-Mysore Road,2223
1493,2,9900000,New Property,Ready To Move,Broker,No, Guddadahalli-Mysore Road,1063
1494,3,4700000,Resale,Ready To Move,Broker,No, Chikbanavara,1220
1495,3,5378000,Resale,Ready To Move,Broker,No, Uttarahalli,1455
1496,2,6084000,Resale,Ready To Move,Broker,No, S,1521
1497,2,9279000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,985
1498,2,11400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1230
1499,3,14900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1475
1500,3,14500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1501,2,11400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1120
1502,3,14700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1503,2,11300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1220
1504,3,14800000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1505,2,10700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1030
1506,3,14700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1507,2,12700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1215
1508,2,12200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1175
1509,2,13400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1360
1510,3,17000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1540
1511,3,16400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1512,2,14000000,New Property,Ready To Move,Broker,Yes, International Airport Road,1200
